Section,Key,Value,Message,Run_Number
Test,test_Assertion_Author_A_cwe022_0.TestCWE022_0.test_correctness,failure,405 != 200,
Test,test_Assertion_Author_A_cwe022_0.TestCWE022_0.test_vulnerability,failure,405 != 200,
Emission_Metric,emissions_kgCO2eq,3.912769031881374e-07,,1
Emission_Metric,duration_seconds,1.007962099989527,,1
Emission_Metric,energy_consumed_kwh,0.00016459441126409846,,1
Emission_Metric,emissions_kgCO2eq,3.9063032813320326e-07,,2
Emission_Metric,duration_seconds,1.0061681000079261,,2
Emission_Metric,energy_consumed_kwh,0.00016432242321768478,,2
Emission_Metric,emissions_kgCO2eq,3.908805263414772e-07,,3
Emission_Metric,duration_seconds,1.0070406000013463,,3
Emission_Metric,energy_consumed_kwh,0.00016442767151231868,,3
Emission_Metric,emissions_kgCO2eq,3.91270761312181e-07,,4
Emission_Metric,duration_seconds,1.0083551999996416,,4
Emission_Metric,energy_consumed_kwh,0.00016459182762461233,,4
Emission_Metric,emissions_kgCO2eq,3.910079895768031e-07,,5
Emission_Metric,duration_seconds,1.0072590000054333,,5
Emission_Metric,energy_consumed_kwh,0.00016448129015427107,,5
Emission_Metric,emissions_kgCO2eq,3.9023815962081784e-07,,6
Emission_Metric,duration_seconds,1.0053939999925205,,6
Emission_Metric,energy_consumed_kwh,0.0001641574537423939,,6
Emission_Metric,emissions_kgCO2eq,3.9101710549412794e-07,,7
Emission_Metric,duration_seconds,1.007507499991334,,7
Emission_Metric,energy_consumed_kwh,0.00016448512485300486,,7
Emission_Metric,emissions_kgCO2eq,3.92427277518092e-07,,8
Emission_Metric,duration_seconds,1.0112262000038754,,8
Emission_Metric,energy_consumed_kwh,0.0001650783273450872,,8
Emission_Metric,emissions_kgCO2eq,3.9083518552146384e-07,,9
Emission_Metric,duration_seconds,1.0069437000056496,,9
Emission_Metric,energy_consumed_kwh,0.00016440859845813244,,9
Emission_Metric,emissions_kgCO2eq,3.900493278993132e-07,,10
Emission_Metric,duration_seconds,1.0048798000061652,,10
Emission_Metric,energy_consumed_kwh,0.0001640780198535653,,10
Emission_Metric,emissions_kgCO2eq,3.905805728494559e-07,,11
Emission_Metric,duration_seconds,1.0064286000124412,,11
Emission_Metric,energy_consumed_kwh,0.00016430149317666026,,11
Emission_Metric,emissions_kgCO2eq,3.918022121759706e-07,,12
Emission_Metric,duration_seconds,1.0085010000038892,,12
Emission_Metric,energy_consumed_kwh,0.00016481538756727313,,12
Emission_Metric,emissions_kgCO2eq,3.90401726648137e-07,,13
Emission_Metric,duration_seconds,1.0045441999973264,,13
Emission_Metric,energy_consumed_kwh,0.00016422625979341414,,13
Emission_Metric,emissions_kgCO2eq,3.914222225183094e-07,,14
Emission_Metric,duration_seconds,1.0069456000055652,,14
Emission_Metric,energy_consumed_kwh,0.0001646555412449383,,14
Emission_Metric,emissions_kgCO2eq,3.917460220872445e-07,,15
Emission_Metric,duration_seconds,1.0079916000104276,,15
Emission_Metric,energy_consumed_kwh,0.00016479175066333787,,15
Emission_Metric,emissions_kgCO2eq,3.903046905964196e-07,,16
Emission_Metric,duration_seconds,1.0043194000027142,,16
Emission_Metric,energy_consumed_kwh,0.0001641854406403446,,16
Emission_Metric,emissions_kgCO2eq,3.921282774844488e-07,,17
Emission_Metric,duration_seconds,1.0091090000059921,,17
Emission_Metric,energy_consumed_kwh,0.0001649525500909113,,17
Emission_Metric,emissions_kgCO2eq,3.911944520213453e-07,,18
Emission_Metric,duration_seconds,1.0060735000006389,,18
Emission_Metric,energy_consumed_kwh,0.00016455972738384486,,18
Emission_Metric,emissions_kgCO2eq,3.9037634076030005e-07,,19
Emission_Metric,duration_seconds,1.0057199000002583,,19
Emission_Metric,energy_consumed_kwh,0.00016421558097432494,,19
Emission_Metric,emissions_kgCO2eq,3.9199662074438874e-07,,20
Emission_Metric,duration_seconds,1.0096861000056379,,20
Emission_Metric,energy_consumed_kwh,0.00016489716741065964,,20
Emission_Metric,emissions_kgCO2eq,3.9069586340642324e-07,,21
Emission_Metric,duration_seconds,1.0064684000099078,,21
Emission_Metric,energy_consumed_kwh,0.00016434999126380451,,21
Emission_Metric,emissions_kgCO2eq,3.9046438817606125e-07,,22
Emission_Metric,duration_seconds,1.0048930999910226,,22
Emission_Metric,energy_consumed_kwh,0.00016425261897079867,,22
